ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
507,A,Ship,4,4,155,3,medium,F,35,1421,1
508,B,Ship,5,3,230,3,medium,F,3,2923,1
509,C,Ship,4,5,192,2,medium,F,36,2497,1
510,F,Ship,5,2,235,3,low,M,14,2984,1
511,D,Ship,3,2,200,3,low,M,46,3642,1
512,F,Ship,5,2,172,3,medium,M,65,1667,1
513,A,Ship,5,4,160,4,low,F,6,1603,1
514,B,Ship,5,3,250,5,low,M,12,2722,1
515,C,Ship,4,2,174,3,low,M,9,1682,1
516,F,Ship,3,2,204,3,high,F,54,3608,1
517,D,Ship,3,5,274,3,medium,F,51,3476,1
518,F,Ship,5,5,262,2,medium,F,62,3744,1
519,A,Ship,4,5,138,3,medium,M,23,1785,1
520,B,Ship,3,1,215,3,medium,F,2,3873,1
521,C,Ship,3,1,145,2,low,F,34,1773,1
522,F,Road,4,5,149,2,medium,M,56,1141,1
523,D,Road,6,5,212,2,medium,M,38,2359,1
524,F,Road,3,1,155,3,medium,F,47,1193,1
525,A,Road,5,2,154,3,low,M,40,1238,1
526,B,Road,3,3,249,3,medium,M,51,2173,1
527,C,Road,5,1,206,2,low,M,2,3490,1
528,F,Road,4,5,235,3,medium,F,22,2015,1
529,D,Road,5,5,261,3,medium,F,8,3257,1
530,F,Road,6,1,243,4,high,F,22,3537,1
531,A,Road,3,2,237,2,high,M,26,3103,1
532,B,Road,2,4,179,2,low,F,19,1900,1
533,C,Road,4,3,192,3,low,F,43,3498,1
534,F,Road,3,1,141,3,medium,F,39,1838,1
535,D,Road,3,2,245,3,low,F,61,2188,1
536,F,Road,4,4,177,4,medium,F,32,1774,1
537,A,Road,2,3,154,4,high,F,17,1897,1
538,B,Road,4,4,228,3,medium,F,12,3359,1
539,C,Road,3,3,207,6,high,F,24,3702,1
540,F,Road,4,4,266,4,medium,F,33,2701,1
541,D,Road,3,3,172,3,medium,F,42,1707,1
542,F,Road,4,3,142,3,low,F,35,1512,1
543,A,Road,4,5,218,3,low,F,40,3200,1
544,B,Flight,3,3,231,2,low,M,46,2962,1
545,C,Flight,4,2,180,3,low,F,47,1434,1
546,F,Flight,3,1,168,3,low,M,46,1886,1
547,D,Flight,5,5,147,4,high,F,42,1642,1
548,F,Flight,5,4,245,5,low,M,6,3592,1
549,A,Flight,2,4,182,3,medium,M,47,3792,1
550,B,Flight,3,4,176,3,medium,F,8,1567,1
551,C,Flight,5,3,197,4,medium,F,51,2917,1
552,F,Flight,3,5,233,3,medium,M,52,3519,1
553,D,Flight,3,4,156,2,low,M,8,1145,1
554,F,Flight,2,3,257,4,medium,F,52,2073,1
555,A,Flight,5,4,250,3,low,F,11,3373,1
556,B,Flight,5,4,189,5,low,M,3,3301,1
557,C,Flight,3,3,255,2,high,M,7,3311,1
558,F,Flight,2,3,198,2,medium,M,28,3514,1
559,D,Flight,4,2,164,3,medium,M,15,1489,1
560,F,Flight,5,2,271,3,medium,M,32,3785,1
561,A,Flight,3,1,185,2,medium,F,34,3299,1
562,B,Flight,2,5,157,6,high,F,17,1764,1
563,C,Flight,3,2,137,2,medium,M,17,1673,1
564,F,Flight,3,3,229,3,low,M,14,2164,1
565,D,Flight,3,3,234,2,medium,F,39,2449,1
566,F,Ship,4,3,216,2,low,M,52,3578,1
567,A,Ship,3,1,163,4,low,F,20,1940,1
568,B,Ship,5,2,268,3,low,M,19,2526,1
569,C,Ship,3,3,205,5,medium,M,35,2988,1
570,F,Ship,4,5,265,2,medium,F,18,2969,1
571,D,Ship,2,2,236,3,medium,M,3,3416,1
572,F,Ship,4,1,132,3,low,M,63,1901,1
573,A,Ship,3,4,234,2,medium,M,46,3108,1
574,B,Ship,4,3,108,6,low,F,22,1745,1
575,C,Ship,4,2,276,2,low,M,54,3706,1
576,F,Ship,4,2,179,4,low,M,1,1063,1
577,D,Ship,4,1,230,3,medium,M,40,2225,1
578,F,Ship,3,2,210,3,medium,F,43,2096,1
579,A,Ship,3,2,173,3,low,F,15,1992,1
580,B,Ship,2,5,201,3,medium,F,29,3894,1
581,C,Ship,3,3,214,2,low,M,21,3342,1
582,F,Ship,4,2,216,2,medium,F,22,3024,1
583,D,Ship,2,5,144,3,medium,M,61,1313,1
584,F,Ship,5,5,182,3,medium,F,27,3039,1
585,A,Ship,3,3,163,2,medium,F,48,1369,1
586,B,Ship,3,3,234,3,medium,F,8,2334,1
587,C,Ship,3,2,158,3,high,F,59,1307,1
588,F,Ship,3,5,194,2,medium,M,4,3496,1
589,D,Ship,3,1,201,6,medium,F,3,2497,1
590,F,Ship,3,2,178,2,medium,F,59,1933,1
591,A,Ship,4,1,214,5,medium,M,51,2669,1
592,B,Ship,3,3,281,2,medium,M,55,3047,1
593,C,Ship,3,2,260,3,medium,F,2,2176,1
594,F,Ship,3,2,200,2,medium,F,46,3174,1
595,D,Ship,5,3,209,2,high,F,49,2581,1
596,F,Ship,3,1,185,3,low,M,61,3280,1
597,A,Ship,4,3,230,3,low,F,62,2236,1
598,B,Ship,3,4,134,3,medium,F,31,1540,1
599,C,Ship,4,5,270,2,low,F,34,2821,1
600,F,Ship,4,1,140,3,medium,F,1,1464,1
601,D,Ship,6,3,133,5,medium,M,32,1367,1
602,F,Ship,3,4,145,3,medium,M,44,1218,1
603,A,Ship,4,3,206,3,medium,M,58,2135,1
604,B,Ship,3,1,162,2,low,F,52,1125,1
605,C,Ship,4,3,187,2,low,F,58,3665,1
606,F,Ship,4,4,166,5,low,F,54,1203,1
607,D,Ship,4,5,178,3,low,F,48,1819,1
608,F,Ship,3,1,167,2,high,F,34,1967,1
609,A,Ship,4,4,224,3,high,M,60,3145,1
610,B,Ship,4,4,158,3,medium,M,11,1224,1
611,C,Ship,3,4,134,2,medium,M,43,1198,1
612,F,Ship,4,2,147,2,medium,F,20,1387,1
613,D,Ship,4,3,187,3,low,M,61,2207,1
614,F,Ship,4,5,247,2,medium,F,18,2404,1
615,A,Ship,5,4,182,4,high,M,20,2212,1
616,B,Ship,4,1,177,4,medium,F,33,1049,1
617,C,Ship,5,5,143,2,high,F,18,1066,1
618,F,Ship,5,3,245,2,medium,F,8,3231,1
619,D,Ship,4,1,133,4,medium,M,64,1834,1
620,F,Ship,3,5,224,2,low,M,13,3891,1
621,A,Ship,2,5,265,2,low,F,50,3859,1
622,B,Ship,4,1,138,2,low,M,28,1528,1
623,C,Ship,3,4,253,3,low,M,6,3788,1
624,F,Ship,4,1,165,3,medium,M,51,1293,1
625,D,Ship,4,3,265,3,low,F,65,3578,1
626,F,Ship,3,2,238,3,high,F,54,3142,1
627,A,Ship,5,2,236,3,low,F,51,3402,1
628,B,Ship,4,2,190,5,high,F,38,3022,1
629,C,Ship,6,1,104,4,medium,F,23,1442,1
630,F,Ship,4,5,245,2,low,F,19,2616,1
631,D,Ship,3,1,155,3,medium,F,27,1022,1
632,F,Ship,3,2,233,3,low,M,63,2143,1
633,A,Ship,4,3,171,4,low,F,55,1539,1
634,B,Ship,2,3,164,2,low,M,56,1491,1
635,C,Ship,3,1,141,3,low,M,6,1361,1
636,F,Ship,5,3,266,2,low,F,61,2118,1
637,D,Ship,3,4,192,2,low,F,56,3765,1
638,F,Ship,3,3,229,6,medium,F,61,2298,1
639,A,Ship,6,2,269,4,medium,M,38,3171,1
640,B,Ship,3,4,247,4,low,M,59,2939,1
641,C,Ship,4,4,157,2,low,F,2,1087,1
642,F,Ship,3,2,148,3,medium,F,64,1280,1
643,D,Ship,4,1,240,2,low,M,14,2437,1
644,F,Ship,4,3,197,4,medium,M,58,3617,1
645,A,Ship,6,4,121,5,low,M,23,1734,1
646,B,Ship,4,2,124,3,high,M,60,1107,1
647,C,Ship,4,2,153,3,medium,F,53,1185,1
648,F,Ship,5,2,105,4,high,M,1,1622,1
649,D,Ship,4,3,202,3,medium,M,2,3962,1
650,F,Ship,5,4,162,2,low,F,54,1635,1
651,A,Ship,3,4,164,3,medium,M,13,1158,1
652,B,Ship,3,2,231,4,medium,M,48,3370,1
653,C,Ship,5,2,209,4,medium,F,12,2933,1
654,F,Ship,3,1,157,2,high,M,19,1898,1
655,D,Ship,4,5,249,2,low,M,4,2725,1
656,F,Ship,2,3,264,2,low,F,63,2896,1
657,A,Ship,3,1,111,4,low,M,61,1844,1
658,B,Ship,3,1,242,3,medium,F,10,3606,1
659,C,Road,4,4,169,3,low,M,23,1058,1
660,F,Road,5,3,138,2,low,M,13,1056,1
661,D,Road,5,1,158,3,low,M,9,1483,1
662,F,Road,5,3,146,4,low,M,5,1718,1
663,A,Road,4,4,218,5,medium,F,36,2995,1
664,B,Road,3,2,178,2,medium,F,22,1247,1
665,C,Road,4,5,197,3,low,F,34,3784,1
666,F,Road,3,3,243,2,medium,M,17,3230,1
667,D,Road,5,2,254,4,high,M,37,2608,1
668,F,Road,3,1,237,4,low,M,33,2782,1
669,A,Road,5,1,179,3,low,F,62,1945,1
670,B,Road,3,2,189,3,medium,M,38,2108,1
671,C,Road,4,3,244,3,medium,M,1,3982,1
672,F,Road,3,3,266,2,medium,M,46,3594,1
673,D,Road,5,4,263,3,high,M,10,2538,1
674,F,Road,3,2,247,2,medium,M,39,3189,1
675,A,Road,4,5,202,3,low,F,6,2616,1
676,B,Road,4,4,227,3,medium,F,1,2761,1
677,C,Road,4,5,189,2,low,F,15,2457,1
678,F,Road,6,4,160,2,low,F,31,1689,1
679,D,Road,3,3,117,3,medium,M,56,1618,1
680,F,Road,3,1,202,2,high,M,52,2312,1
681,A,Flight,4,3,201,3,medium,F,54,2487,1
682,B,Flight,3,4,273,2,medium,F,39,2651,1
683,C,Flight,4,4,143,2,medium,M,58,1038,1
684,F,Flight,4,5,137,4,high,M,29,1262,1
685,D,Flight,5,5,236,3,high,M,34,3455,1
686,F,Flight,4,2,241,2,low,M,17,3844,1
687,A,Flight,4,2,187,2,low,F,6,3625,1
688,B,Flight,4,5,273,2,high,M,63,3516,1
689,C,Flight,5,2,170,3,low,M,15,1314,1
690,F,Flight,3,5,138,3,low,F,37,1266,1
691,D,Flight,5,4,150,2,low,M,60,1034,1
692,F,Flight,5,5,140,3,high,F,42,1384,1
693,A,Flight,4,1,250,2,low,M,17,3544,1
694,B,Flight,3,3,207,7,medium,M,19,2182,1
695,C,Flight,4,4,214,3,low,M,36,2684,1
696,F,Flight,4,1,179,3,low,M,63,1215,1
697,D,Flight,5,1,149,4,medium,F,20,1110,1
698,F,Flight,3,5,151,2,low,F,16,1422,1
699,A,Flight,4,3,264,3,medium,M,23,2376,1
700,B,Flight,6,5,113,3,high,M,31,1037,1
701,C,Flight,6,1,281,3,medium,F,36,2536,1
702,F,Flight,4,2,197,7,medium,M,43,3730,1
703,D,Ship,3,4,265,8,low,F,35,3299,1
704,F,Ship,4,2,259,3,low,F,47,3764,1
705,A,Ship,5,1,200,8,low,F,18,3806,1
706,B,Ship,2,4,111,2,high,M,60,1787,1
707,C,Ship,3,5,223,3,medium,M,53,3670,1
708,F,Ship,3,3,241,3,low,M,5,2713,1
709,D,Ship,4,1,139,3,low,F,25,1152,1
710,F,Ship,7,1,192,3,low,M,38,1372,1
711,A,Ship,3,4,117,3,medium,M,23,1527,1
712,B,Ship,3,1,202,2,high,F,21,3120,1
713,C,Ship,4,2,201,3,medium,F,39,2066,1
714,F,Ship,3,3,273,2,medium,F,16,2466,1
715,D,Ship,4,3,143,2,medium,F,64,1910,1
716,F,Ship,4,1,137,4,high,M,15,1391,1
717,A,Ship,5,3,236,3,high,F,47,3519,1
718,B,Ship,4,1,241,2,low,F,39,2935,1
719,C,Ship,4,5,187,2,low,M,44,3218,1
720,F,Ship,4,3,273,2,high,M,43,3462,1
721,D,Ship,5,3,170,3,low,F,12,1018,1
722,F,Ship,3,4,138,3,low,F,54,1648,1
723,A,Ship,5,3,150,2,low,M,2,1682,1
724,B,Ship,5,4,140,3,high,F,56,1332,1
725,C,Ship,4,3,250,2,low,F,46,2878,1
726,F,Ship,3,4,207,7,medium,F,46,2670,1
727,D,Ship,4,2,214,3,low,F,18,2574,1
728,F,Ship,4,3,179,3,low,M,45,1903,1
729,A,Ship,5,2,149,4,medium,M,48,1068,1
730,B,Ship,3,1,151,2,low,F,4,1748,1
731,C,Ship,4,5,264,3,medium,M,16,2245,1
732,F,Ship,6,5,113,3,high,F,35,1402,1
733,D,Ship,6,3,281,3,medium,M,11,2135,1
734,F,Ship,4,4,197,7,medium,F,22,2065,1
735,A,Ship,3,4,265,8,low,M,2,3622,1
736,B,Ship,4,1,259,3,low,M,39,2427,1
737,C,Ship,5,3,200,8,low,F,9,2741,1
738,F,Ship,2,1,111,2,high,F,10,1920,1
739,D,Ship,3,2,223,3,medium,F,6,2127,1
740,F,Ship,3,2,241,3,low,M,22,3030,1
741,A,Ship,4,5,139,3,low,F,65,1277,1
742,B,Ship,7,4,192,3,low,F,33,1694,1
743,C,Ship,3,5,180,4,medium,F,59,1481,1
744,F,Ship,3,3,153,5,low,M,35,1089,1
745,D,Ship,2,4,280,4,low,M,48,1463,1
746,F,Ship,7,5,243,5,medium,M,28,1100,1
747,A,Ship,3,4,214,2,low,M,50,3881,1
748,B,Ship,4,4,177,2,low,M,6,1112,1
749,C,Ship,3,2,182,3,medium,F,39,3828,1
750,F,Ship,4,5,185,3,medium,M,17,2824,1
751,D,Ship,3,3,143,3,medium,M,23,1281,1
752,F,Ship,3,3,162,3,medium,M,7,1901,1
753,A,Ship,3,1,171,2,low,M,34,1999,1
754,B,Ship,5,1,227,3,low,F,14,2589,1
755,C,Ship,3,5,205,6,low,F,25,2232,1
756,F,Ship,3,5,258,3,low,M,17,3033,1
757,D,Ship,4,5,195,5,medium,F,10,3537,1
758,F,Ship,4,1,224,2,low,M,8,3638,1
759,A,Ship,2,5,192,6,low,F,41,2673,1
760,B,Ship,3,3,202,3,medium,F,35,3986,1
761,C,Ship,5,3,235,2,medium,F,12,3358,1
762,F,Ship,3,4,218,3,low,M,22,3818,1
763,D,Ship,6,5,176,4,medium,M,31,1262,1
764,F,Ship,3,3,221,2,medium,F,26,3120,1
765,A,Ship,3,4,157,3,low,F,32,1370,1
766,B,Ship,4,2,259,4,low,F,13,2495,1
767,C,Ship,2,1,249,3,low,M,11,2534,1
768,F,Ship,4,1,263,5,low,F,62,2292,1
769,D,Ship,4,3,141,3,low,F,2,1915,1
770,F,Ship,4,1,114,3,medium,F,9,1240,1
771,A,Ship,3,4,179,4,low,F,44,1004,1
772,B,Ship,4,3,179,3,medium,M,40,1584,1
773,C,Ship,3,5,193,3,low,F,47,3523,1
774,F,Ship,3,2,137,3,medium,F,23,1246,1
775,D,Ship,3,5,110,3,low,M,55,1875,1
776,F,Ship,3,1,270,3,medium,F,61,3582,1
777,A,Ship,5,1,175,3,medium,F,64,1110,1
778,B,Ship,5,1,234,2,low,M,12,2372,1
779,C,Ship,2,4,177,3,medium,M,48,1113,1
780,F,Ship,3,4,153,2,low,F,24,1442,1
781,D,Ship,4,5,252,3,low,M,16,2332,1
782,F,Ship,2,4,122,2,low,F,32,1213,1
783,A,Ship,4,5,215,2,medium,F,34,2258,1
784,B,Ship,3,3,140,4,low,F,47,1207,1
785,C,Ship,3,1,209,2,low,M,43,2237,1
786,F,Ship,2,3,144,3,high,M,40,1500,1
787,D,Ship,4,2,210,3,low,M,16,2046,1
788,F,Ship,5,1,160,3,medium,F,22,1693,1
789,A,Ship,5,4,134,2,low,F,20,1549,1
790,B,Ship,3,2,138,3,medium,F,34,1159,1
791,C,Ship,4,3,200,2,medium,M,65,3485,1
792,F,Ship,5,4,133,2,medium,M,30,1161,1
793,D,Ship,2,4,121,5,low,M,32,1788,1
794,F,Ship,4,3,257,3,medium,M,5,2489,1
795,A,Ship,4,5,255,4,low,M,14,3099,1
796,B,Road,4,1,158,3,low,F,32,1061,1
797,C,Road,4,4,248,4,low,F,49,2322,1
798,F,Road,2,3,194,4,medium,M,65,3795,1
799,D,Road,4,3,184,3,medium,F,19,2774,1
800,F,Road,5,5,249,4,medium,F,38,2797,1
801,A,Road,5,5,170,2,medium,F,36,1278,1
802,B,Road,3,4,261,2,medium,F,1,3398,1
803,C,Road,3,2,262,2,low,F,26,2370,1
804,F,Road,4,4,224,3,medium,M,9,2952,1
805,D,Road,3,4,130,2,medium,F,42,1213,1
806,F,Road,4,1,133,3,low,M,57,1379,1
807,A,Road,3,1,145,4,low,F,58,1751,1
808,B,Road,2,4,136,6,low,F,53,1213,1
809,C,Road,4,5,163,5,low,M,24,1658,1
810,F,Road,3,3,183,3,low,F,45,2181,1
811,D,Road,5,3,216,3,medium,F,1,2434,1
812,F,Road,4,1,182,3,medium,M,28,2005,1
813,A,Road,4,5,191,3,low,F,19,2392,1
814,B,Road,3,2,140,2,high,F,7,1401,1
815,C,Road,4,4,161,3,high,F,59,1165,1
816,F,Road,4,2,200,4,low,M,43,2747,1
817,D,Road,4,1,176,3,medium,F,36,1891,1
818,F,Flight,5,2,247,3,low,M,32,3645,1
819,A,Flight,3,4,262,2,low,M,15,3287,1
820,B,Flight,4,5,154,2,low,F,49,1532,1
821,C,Flight,3,1,186,3,medium,F,11,3800,1
822,F,Flight,2,1,98,3,low,F,29,1806,1
823,D,Flight,3,3,268,3,low,F,33,3872,1
824,F,Flight,5,3,178,2,medium,F,60,1830,1
825,A,Flight,3,1,142,2,high,M,18,1428,1
826,B,Flight,4,5,160,3,low,M,33,1837,1
827,C,Flight,5,2,232,2,medium,M,24,2174,1
828,F,Flight,4,2,209,2,low,F,23,2533,1
829,D,Flight,4,2,230,3,medium,M,33,3602,1
830,F,Flight,5,4,223,3,low,F,40,2074,1
831,A,Flight,4,4,201,3,high,F,7,2644,1
832,B,Flight,3,5,224,3,medium,F,20,2937,1
833,C,Flight,2,3,251,3,low,F,2,3351,1
834,F,Flight,3,4,145,6,medium,M,57,1949,1
835,D,Flight,5,4,271,3,medium,F,16,2563,1
836,F,Flight,3,5,218,4,medium,M,60,3048,1
837,A,Flight,3,4,229,2,low,M,51,2628,1
838,B,Flight,5,2,278,2,low,F,17,2493,1
839,C,Flight,2,4,168,3,low,F,15,1886,1
840,F,Ship,5,2,151,6,medium,M,12,1920,1
841,D,Ship,3,1,232,3,low,M,9,2958,1
842,F,Ship,3,2,140,2,low,F,16,1685,1
843,A,Ship,4,2,141,3,low,M,34,1619,1
844,B,Ship,5,4,182,5,medium,F,23,3398,1
845,C,Ship,4,2,139,5,low,F,52,1977,1
846,F,Ship,5,2,145,5,medium,F,22,1818,1
847,D,Ship,4,4,140,3,medium,M,11,1911,1
848,F,Ship,3,4,267,3,medium,F,62,3589,1
849,A,Ship,3,1,191,3,high,F,60,2069,1
850,B,Ship,4,2,133,4,medium,F,52,1401,1
851,C,Ship,4,2,170,2,low,F,1,1446,1
852,F,Ship,4,5,170,2,low,F,57,1533,1
853,D,Ship,3,2,149,4,medium,F,21,1636,1
854,F,Ship,5,4,279,2,medium,F,1,3933,1
855,A,Ship,4,3,121,2,medium,M,11,1906,1
856,B,Ship,3,2,139,2,low,M,63,1767,1
857,C,Ship,3,4,265,2,high,F,64,2493,1
858,F,Ship,5,2,239,5,medium,M,24,2472,1
859,D,Ship,4,3,119,5,medium,M,5,1841,1
860,F,Ship,4,1,265,4,low,F,30,3896,1
861,A,Ship,5,3,144,6,medium,F,35,1009,1
862,B,Ship,3,2,148,2,low,F,58,1537,1
863,C,Ship,5,4,269,2,medium,M,38,2770,1
864,F,Ship,2,3,188,3,medium,F,51,3191,1
865,D,Ship,3,4,187,2,high,M,8,3725,1
866,F,Ship,6,1,168,5,high,F,65,1601,1
867,A,Ship,4,1,199,2,low,F,46,3371,1
868,B,Ship,4,3,261,3,low,F,10,2802,1
869,C,Ship,3,1,218,3,low,M,4,2304,1
870,F,Ship,3,1,196,3,low,F,64,2911,1
871,D,Ship,4,5,147,3,medium,F,46,1469,1
872,F,Ship,4,2,208,3,high,M,17,2777,1
873,A,Ship,3,1,178,5,low,F,15,1242,1
874,B,Ship,4,4,197,3,medium,M,20,3080,1
875,C,Ship,2,4,206,2,low,F,30,3955,1
876,F,Ship,4,1,222,3,medium,M,45,3158,1
877,D,Ship,3,3,247,2,medium,M,55,3461,1
878,F,Ship,4,1,222,3,medium,M,25,2582,1
879,A,Ship,6,1,205,5,low,M,14,3213,1
880,B,Ship,5,2,244,3,low,M,8,3571,1
881,C,Ship,2,4,194,6,medium,F,39,3770,1
882,F,Ship,4,5,190,2,low,M,36,3548,1
883,D,Ship,3,4,169,2,low,M,17,1242,1
884,F,Ship,3,2,251,2,low,F,5,3443,1
885,A,Ship,2,2,161,2,medium,F,1,1642,1
886,B,Ship,3,2,252,4,low,M,29,2353,1
887,C,Ship,4,2,271,3,low,F,19,2693,1
888,F,Ship,5,3,150,3,medium,M,21,1187,1
889,D,Ship,3,5,212,3,high,M,6,2069,1
890,F,Ship,5,3,198,4,high,M,65,3407,1
891,A,Ship,3,4,266,2,high,F,33,3798,1
892,B,Ship,3,4,255,4,low,F,12,2266,1
893,C,Ship,4,1,166,3,high,F,3,1453,1
894,F,Ship,3,2,232,2,low,F,39,2139,1
895,D,Ship,3,5,198,2,medium,F,62,3015,1
896,F,Ship,4,3,170,3,low,F,21,1588,1
897,A,Ship,4,2,162,2,low,M,16,1014,1
898,B,Ship,3,4,135,3,low,M,22,1378,1
899,C,Ship,3,5,242,3,medium,M,19,3753,1
900,F,Ship,4,3,206,3,medium,F,20,2247,1
901,D,Ship,5,5,253,6,medium,M,59,2627,1
902,F,Ship,5,3,208,3,medium,M,35,3884,1
903,A,Ship,3,3,250,3,low,F,33,3463,1
904,B,Ship,4,1,143,2,medium,M,3,1996,1
905,C,Ship,5,5,236,3,medium,F,62,3365,1
906,F,Ship,4,4,147,3,low,M,13,1145,1
907,D,Ship,2,5,113,5,low,M,43,1638,1
908,F,Ship,5,1,165,2,high,M,54,1190,1
909,A,Ship,4,1,235,4,low,M,22,2066,1
910,B,Ship,4,5,186,10,low,F,42,3521,1
911,C,Ship,4,2,274,10,medium,F,29,2949,1
912,F,Ship,2,5,163,3,medium,F,37,1079,1
913,D,Ship,4,4,161,3,low,F,6,1386,1
914,F,Ship,4,4,264,2,low,M,35,2336,1
915,A,Ship,3,1,255,2,medium,M,42,3459,1
916,B,Ship,4,1,258,3,medium,M,3,3928,1
917,C,Ship,5,5,261,8,medium,M,39,2103,1
918,F,Ship,5,3,188,7,medium,M,3,3637,1
919,D,Ship,3,4,188,3,high,M,11,3072,1
920,F,Ship,3,2,160,10,medium,M,25,1548,1
921,A,Ship,3,2,214,2,low,M,26,3503,1
922,B,Ship,4,4,209,8,medium,F,46,3345,1
923,C,Ship,4,1,208,7,high,M,8,2193,1
924,F,Ship,3,3,265,4,low,M,47,2557,1
925,D,Ship,4,1,161,2,high,F,41,1992,1
926,F,Ship,5,3,217,3,high,F,61,3067,1
927,A,Ship,3,1,210,2,low,F,52,2444,1
928,B,Ship,3,3,179,2,low,F,60,1808,1
929,C,Ship,3,2,180,4,medium,M,55,1165,1
930,F,Ship,3,3,153,5,low,F,12,1972,1
931,D,Ship,4,3,162,2,low,M,2,1714,1
932,F,Ship,3,2,135,3,low,M,27,1898,1
933,A,Road,3,5,242,3,medium,F,3,2268,1
934,B,Road,4,4,206,3,medium,F,33,2804,1
935,C,Road,5,1,253,6,medium,M,12,2486,1
936,F,Road,5,2,208,3,medium,M,8,3442,1
937,D,Road,3,2,250,3,low,F,49,3798,1
938,F,Road,4,5,143,2,medium,F,20,1360,1
939,A,Road,5,3,236,3,medium,M,7,3589,1
940,B,Road,4,1,147,3,low,F,15,1956,1
941,C,Road,2,1,113,5,low,F,9,1957,1
942,F,Road,5,4,165,2,high,M,46,1482,1
943,D,Road,4,4,235,4,low,M,50,2020,1
944,F,Road,4,2,186,10,low,M,45,3722,1
945,A,Road,4,5,274,10,medium,F,5,3910,1
946,B,Road,2,2,163,3,medium,M,35,1547,1
947,C,Road,4,2,161,3,low,F,22,1819,1
948,F,Road,4,1,264,2,low,M,8,2436,1
949,D,Road,3,3,255,2,medium,M,3,2894,1
950,F,Road,4,1,258,3,medium,M,53,2428,1
951,A,Road,5,2,261,8,medium,F,1,3308,1
952,B,Road,5,4,188,7,medium,F,48,2466,1
953,C,Road,3,5,188,3,high,F,9,3206,1
954,F,Road,3,1,160,10,medium,F,29,1952,1
955,D,Flight,3,1,214,2,low,F,50,2720,1
956,F,Flight,4,5,209,8,medium,F,59,2948,1
957,A,Flight,4,1,208,7,high,F,65,2674,1
958,B,Flight,3,1,265,4,low,M,50,2249,1
959,C,Flight,4,1,161,2,high,F,21,1075,1
960,F,Flight,5,2,217,3,high,M,21,2600,1
961,D,Flight,3,4,210,2,low,F,35,2741,1
962,F,Flight,3,3,179,2,low,F,62,1765,1
963,A,Flight,3,2,180,4,medium,M,52,1329,1
964,B,Flight,4,5,158,5,medium,F,55,1936,1
965,C,Flight,6,1,291,5,medium,F,53,1682,1
966,F,Flight,5,2,231,2,medium,F,55,3894,1
967,D,Flight,4,5,163,4,low,F,49,1470,1
968,F,Flight,5,3,146,3,low,M,41,1204,1
969,A,Flight,2,5,272,2,low,M,24,3638,1
970,B,Flight,2,1,121,2,medium,F,18,1839,1
971,C,Flight,6,2,118,2,low,M,40,1014,1
972,F,Flight,3,5,173,2,low,M,14,1638,1
973,D,Flight,4,5,243,2,low,M,23,2686,1
974,F,Flight,5,4,229,3,medium,M,29,2505,1
975,A,Flight,5,3,96,4,medium,F,12,1655,1
976,B,Flight,5,5,249,3,medium,M,55,3558,1
977,C,Ship,3,2,165,2,low,F,24,1966,1
978,F,Ship,4,5,223,3,medium,F,63,2427,1
979,D,Ship,3,3,267,2,low,F,52,2949,1
980,F,Ship,4,4,140,2,low,F,47,1831,1
981,A,Ship,4,4,209,3,low,F,44,2075,1
982,B,Ship,3,5,243,3,medium,M,4,3189,1
983,C,Ship,3,2,175,4,medium,F,17,1276,1
984,F,Ship,5,4,133,3,low,M,9,1051,1
985,D,Ship,3,3,167,3,medium,F,24,1111,1
986,F,Ship,6,1,172,6,high,F,50,1052,1
987,A,Ship,5,4,257,2,low,M,55,2257,1
988,B,Ship,3,3,202,2,medium,M,39,3857,1
989,C,Ship,3,1,223,3,medium,F,31,3942,1
990,F,Ship,3,2,182,2,low,F,40,2592,1
991,D,Ship,3,2,234,3,medium,M,33,2789,1
992,F,Ship,3,5,140,3,low,F,30,1035,1
993,A,Ship,4,3,136,3,medium,M,9,1548,1
994,B,Ship,4,3,210,3,medium,F,6,2568,1
995,C,Ship,5,1,259,3,high,F,37,3023,1
996,F,Ship,4,2,141,2,medium,M,52,1012,1
997,D,Ship,4,3,151,4,medium,M,13,1583,1
998,F,Ship,3,5,164,3,medium,F,43,1423,1
999,A,Ship,3,3,141,2,medium,F,48,1758,1
1000,B,Ship,3,3,271,2,medium,M,15,3542,1
1001,C,Ship,4,3,191,4,low,F,15,2544,1
1002,F,Ship,3,1,181,3,medium,M,22,3266,1
1003,D,Ship,3,3,241,5,low,M,8,2182,1
1004,F,Ship,3,3,254,3,medium,M,3,2837,1
1005,A,Ship,3,2,146,6,medium,F,62,1162,1
1006,B,Ship,5,1,271,2,high,M,46,2744,1
1007,C,Ship,3,1,185,2,medium,F,42,2803,1
1008,F,Ship,4,5,170,3,low,F,9,1138,1
1009,D,Ship,4,1,265,2,medium,M,18,3327,1
1010,F,Ship,4,4,142,4,low,F,8,1777,1
1011,A,Ship,2,5,228,2,low,F,49,3024,1
1012,B,Ship,4,5,262,4,low,M,16,2871,1
1013,C,Ship,3,3,205,2,medium,F,54,2427,1
1014,F,Ship,4,1,178,2,high,M,39,1362,1
1015,D,Ship,2,2,153,2,low,M,46,1130,1
